,init,load_arguments,get_variables,execution_step,step,compile,load_code,execute
0,0.21049952507019043,0.09691524505615234,0.25122857093811035,0.22541475296020508,1,0.6296427249908447,0.2512352466583252,0.8907954692840576
1,0.17592954635620117,0.04877614974975586,0.33739376068115234,0.31922292709350586,2,0.5314202308654785,0.030566692352294922,0.9781875610351562
2,0.1607511043548584,0.05765128135681152,0.42504405975341797,0.41867685317993164,3,0.5192415714263916,0.07195591926574707,1.1552770137786865
3,0.16920089721679688,0.06588196754455566,0.5192019939422607,0.5073561668395996,4,0.6012618541717529,0.023156166076660156,1.3550946712493896
4,0.16889619827270508,0.04859590530395508,0.6071619987487793,0.5893681049346924,5,0.584768533706665,0.017405986785888672,1.5074942111968994
5,0.15904951095581055,0.06109046936035156,0.6985042095184326,0.698340654373169,6,0.5426020622253418,0.01688075065612793,1.707099437713623
6,0.16487503051757812,0.0452730655670166,0.7940213680267334,0.7758939266204834,7,0.5361933708190918,0.019710302352905273,1.8768103122711182
7,0.16664457321166992,0.04253125190734863,0.8929502964019775,0.8633174896240234,8,0.5342402458190918,0.01999664306640625,2.0554721355438232
8,0.16933655738830566,0.04684567451477051,1.0041983127593994,0.948702335357666,9,0.5410363674163818,0.01978278160095215,2.259171962738037
9,0.16829490661621094,0.04950666427612305,1.0711421966552734,1.0424590110778809,10,0.5547773838043213,0.016962289810180664,2.4211668968200684
10,0.16234946250915527,0.042493343353271484,1.1574440002441406,1.098872423171997,11,0.5674173831939697,0.01442408561706543,2.5515506267547607
11,0.15606355667114258,0.039520263671875,1.251558542251587,1.2216103076934814,12,0.5066444873809814,0.030353546142578125,2.759298801422119
12,0.15361857414245605,0.04336881637573242,1.3829948902130127,1.3266181945800781,13,0.5503718852996826,0.015620946884155273,2.9965903759002686
13,0.18194174766540527,0.038213491439819336,1.45184326171875,1.384756088256836,14,0.6850199699401855,0.02144145965576172,3.146728038787842
14,0.16055965423583984,0.042256832122802734,1.529123067855835,1.4741566181182861,15,0.5722548961639404,0.014457941055297852,3.296173095703125
15,0.15694165229797363,0.04273533821105957,1.629190444946289,1.5741782188415527,16,0.5060629844665527,0.013780355453491211,3.493147611618042
16,0.16301679611206055,0.034459590911865234,1.723982334136963,1.6526813507080078,17,0.6753089427947998,0.020148038864135742,3.664198875427246
17,0.1507565975189209,0.02937483787536621,1.8114585876464844,1.7517001628875732,18,0.5514655113220215,0.014661788940429688,3.8372788429260254
18,0.15578818321228027,0.04024028778076172,1.9085376262664795,1.8278844356536865,19,0.5381078720092773,0.015058517456054688,4.025958299636841
19,0.1628739833831787,0.02571558952331543,1.9795823097229004,1.9102249145507812,20,0.560380220413208,0.020995616912841797,4.168382883071899
20,0.1598060131072998,0.037532806396484375,2.1101632118225098,2.0161499977111816,21,0.661463737487793,0.017848968505859375,4.417237758636475
21,0.1470961570739746,0.04146146774291992,2.212157726287842,2.0941951274871826,22,0.7130551338195801,0.018167495727539062,4.581779479980469
22,0.1509852409362793,0.03432822227478027,2.2858922481536865,2.2137770652770996,23,0.5233280658721924,0.01450967788696289,4.775149583816528
23,0.15823721885681152,0.04050874710083008,2.357923746109009,2.2788796424865723,24,0.7210693359375,0.012841224670410156,4.9258201122283936
24,0.15557503700256348,0.038251399993896484,2.4540979862213135,2.375821590423584,25,0.7779018878936768,0.014046192169189453,5.117390871047974
25,0.15221095085144043,0.04011893272399902,2.537849187850952,2.47859787940979,26,0.6508204936981201,0.013346672058105469,5.299187183380127
26,0.15052103996276855,0.02830362319946289,2.613123655319214,2.539923906326294,27,0.5360677242279053,0.020960569381713867,5.422731876373291
27,0.15250229835510254,0.0397036075592041,2.732282876968384,2.6375210285186768,28,0.5320320129394531,0.014455080032348633,5.65905499458313
28,0.15201020240783691,0.03870892524719238,2.832475423812866,2.747910499572754,29,0.7844021320343018,0.017450332641601562,5.857420206069946
29,0.14950108528137207,0.041602134704589844,2.9025933742523193,2.823561668395996,30,0.6561236381530762,0.01935291290283203,6.004167318344116
30,0.15672659873962402,0.029309988021850586,2.966294288635254,2.8936848640441895,31,0.6178834438323975,0.015703916549682617,6.1361610889434814
31,0.14989471435546875,0.03886866569519043,3.065538167953491,2.9843688011169434,32,0.53786301612854,0.016326427459716797,6.325867414474487
32,0.14830875396728516,0.03492927551269531,3.1588003635406494,3.0741684436798096,33,0.5683465003967285,0.017763853073120117,6.50646448135376
33,0.14742827415466309,0.02484917640686035,3.238037347793579,3.1518397331237793,34,0.5444374084472656,0.01278233528137207,6.652565956115723
34,0.15826964378356934,0.03551006317138672,3.3600053787231445,3.2698428630828857,35,0.5529642105102539,0.012661933898925781,6.9104790687561035
35,0.1523265838623047,0.029819250106811523,3.4619131088256836,3.387801170349121,36,0.5288434028625488,0.012041330337524414,7.122230291366577
36,0.1546635627746582,0.03849053382873535,3.53127121925354,3.4552066326141357,37,0.5308735370635986,0.015428304672241211,7.270127296447754
37,0.14995884895324707,0.035079240798950195,3.663114309310913,3.556554079055786,38,0.5669701099395752,0.011251449584960938,7.495494604110718
38,0.14403820037841797,0.03485870361328125,3.745810031890869,3.637361526489258,39,0.7261061668395996,0.010801315307617188,7.652348279953003
39,0.15239238739013672,0.026302576065063477,3.8213000297546387,3.745255708694458,40,0.6203482151031494,0.013904094696044922,7.835402011871338
