,c,python,java
0,0.008693695068359375,0.14921331405639648,0.027437210083007812
1,0.007342815399169922,0.14302420616149902,0.023047208786010742
2,0.008028745651245117,0.14298439025878906,0.023691892623901367
3,0.007768392562866211,0.14313435554504395,0.021982431411743164
4,0.007378339767456055,0.1462550163269043,0.0239865779876709
5,0.00702214241027832,0.15264344215393066,0.021248340606689453
6,0.00648045539855957,0.14371919631958008,0.01832294464111328
7,0.00711512565612793,0.1433107852935791,0.02306509017944336
8,0.007845640182495117,0.14295291900634766,0.02208423614501953
9,0.007248878479003906,0.14339375495910645,0.01947498321533203
10,0.007325887680053711,0.14298033714294434,0.022861719131469727
11,0.007750034332275391,0.1427762508392334,0.01874232292175293
12,0.007762432098388672,0.143080472946167,0.0192563533782959
13,0.008738994598388672,0.14645695686340332,0.019303321838378906
14,0.008833646774291992,0.13955330848693848,0.02162337303161621
15,0.009314775466918945,0.14637184143066406,0.02109074592590332
16,0.006604671478271484,0.14357709884643555,0.022132396697998047
17,0.006500244140625,0.14247345924377441,0.019511699676513672
18,0.008006811141967773,0.1430225372314453,0.0198824405670166
19,0.005989551544189453,0.14319491386413574,0.018387794494628906
20,0.0067446231842041016,0.1460399627685547,0.023129940032958984
21,0.008944988250732422,0.14346766471862793,0.02041316032409668
22,0.008974552154541016,0.14654755592346191,0.0216372013092041
23,0.007780790328979492,0.15304827690124512,0.019988298416137695
24,0.0077915191650390625,0.14936065673828125,0.02050924301147461
25,0.007263660430908203,0.14647388458251953,0.0169370174407959
26,0.0070650577545166016,0.14919257164001465,0.01582622528076172
27,0.006493568420410156,0.14692282676696777,0.01795196533203125
28,0.006815195083618164,0.14947724342346191,0.01741504669189453
29,0.006399869918823242,0.14290475845336914,0.01735544204711914
30,0.006186008453369141,0.1434764862060547,0.017705917358398438
31,0.007108449935913086,0.14295434951782227,0.016858339309692383
32,0.006815671920776367,0.1429305076599121,0.017995834350585938
33,0.008042335510253906,0.14264345169067383,0.01722574234008789
34,0.006951570510864258,0.14710569381713867,0.016733884811401367
35,0.007647991180419922,0.14267992973327637,0.017913103103637695
36,0.007861852645874023,0.14664626121520996,0.01777482032775879
37,0.006562232971191406,0.15282416343688965,0.01751232147216797
38,0.006950855255126953,0.15315580368041992,0.016093015670776367
39,0.007566690444946289,0.14294981956481934,0.016080141067504883
40,0.007475852966308594,0.14003515243530273,0.017852306365966797
41,0.006215572357177734,0.1429286003112793,0.017048358917236328
42,0.006124258041381836,0.1427772045135498,0.02053093910217285
43,0.007495880126953125,0.14294171333312988,0.01645636558532715
44,0.0071642398834228516,0.14311695098876953,0.019501924514770508
45,0.007417201995849609,0.142960786819458,0.015959739685058594
46,0.00821828842163086,0.14302396774291992,0.01541590690612793
47,0.009353399276733398,0.14320969581604004,0.016386985778808594
48,0.008858919143676758,0.14306163787841797,0.01737809181213379
49,0.006386756896972656,0.1473686695098877,0.016046524047851562
50,0.0068624019622802734,0.14191198348999023,0.016781091690063477
51,0.007079124450683594,0.14269399642944336,0.015288591384887695
52,0.006904125213623047,0.14350676536560059,0.016762256622314453
53,0.007475376129150391,0.14303827285766602,0.0172884464263916
54,0.007231950759887695,0.14295601844787598,0.01684403419494629
55,0.008988618850708008,0.14303803443908691,0.02224135398864746
56,0.007258892059326172,0.1432952880859375,0.01669788360595703
57,0.008900165557861328,0.14285707473754883,0.01923060417175293
58,0.006536960601806641,0.14644670486450195,0.015082359313964844
59,0.0069599151611328125,0.14290857315063477,0.01627039909362793
60,0.00681614875793457,0.14324164390563965,0.018780946731567383
61,0.007854938507080078,0.1431422233581543,0.015197038650512695
62,0.009321212768554688,0.14292287826538086,0.01584935188293457
63,0.006490945816040039,0.14292240142822266,0.013295650482177734
64,0.0072710514068603516,0.14661836624145508,0.013500213623046875
65,0.009095191955566406,0.14609837532043457,0.022662878036499023
66,0.007008790969848633,0.13944768905639648,0.01599597930908203
67,0.006411552429199219,0.14327430725097656,0.017148733139038086
68,0.007319450378417969,0.14263129234313965,0.020639419555664062
69,0.007272005081176758,0.1440432071685791,0.015029668807983398
70,0.006929874420166016,0.14235877990722656,0.021025657653808594
71,0.008289575576782227,0.14302802085876465,0.02103567123413086
72,0.008151769638061523,0.1428508758544922,0.015195131301879883
73,0.008713245391845703,0.14690256118774414,0.01568603515625
74,0.0062580108642578125,0.14002704620361328,0.013451814651489258
75,0.006870746612548828,0.15263080596923828,0.018378734588623047
76,0.007439851760864258,0.14281296730041504,0.015176773071289062
